watch_id,profile_id,content_id,episode_id,started_at,progress_percent,completed
52,1530,25,267,2020-04-30 14:28:15,2.11,false
53,2076,23,,2022-12-07 19:55:59,36.79,false
54,378,269,,2023-12-06 16:17:12,21.85,false
55,2164,229,,2020-11-02 02:53:14,78.17,false
56,2705,464,,2020-05-24 07:51:47,30.53,false
57,2386,411,,2023-02-24 18:17:08,82.5,false
58,106,18,210,2023-06-28 11:31:53,46.27,false
59,1847,30,,2020-10-03 22:12:15,2.5,false
60,2110,33,,2024-12-09 18:01:14,11.47,false
61,997,344,4163,2022-11-11 04:16:52,1.49,false
62,469,76,,2025-05-05 23:13:15,80.27,false
63,1222,423,,2023-04-28 18:50:44,46.33,false
64,836,295,3363,2025-01-28 10:20:09,42.46,false
65,2037,62,,2023-09-30 20:50:48,29.48,false
66,2663,273,,2025-08-09 21:58:11,40.7,false
67,750,68,,2024-05-13 10:52:56,0.09,false
68,2496,46,,2023-03-20 00:29:54,29.87,false
69,108,164,,2023-04-07 05:19:46,100.0,true
70,853,101,1032,2025-01-15 08:34:55,37.85,false
71,625,161,,2024-01-28 01:01:47,100.0,true
72,1587,364,,2024-07-03 01:39:20,79.26,false
73,1460,286,3228,2024-08-14 13:55:43,20.38,false
74,2040,500,,2020-10-12 08:42:13,56.73,false
75,1940,232,,2020-03-21 03:32:34,32.76,false
76,2386,156,,2025-06-28 03:21:04,38.56,false
77,22,283,3153,2023-05-10 14:28:04,37.38,false
78,577,496,,2024-07-28 07:40:36,85.73,false
79,2094,21,,2020-03-29 00:13:49,88.87,false
80,1047,289,3299,2020-05-22 03:45:13,7.56,false
81,524,325,3811,2025-09-12 22:06:41,0.77,false
82,2081,400,4961,2025-01-07 20:50:43,35.95,false
83,466,99,,2020-01-07 11:08:36,36.44,false
84,1616,289,3305,2025-10-13 16:05:58,80.03,false
85,2126,398,,2023-03-18 05:13:30,7.77,false
86,2169,449,5467,2022-05-01 21:51:06,78.36,false
87,2175,425,,2022-06-07 08:28:45,21.52,false
88,439,313,,2021-01-02 15:13:34,58.54,false
89,1723,290,,2023-11-12 16:34:24,49.05,false
90,757,234,2504,2025-10-03 12:59:55,25.63,false
91,777,422,,2020-04-27 05:29:32,44.51,false
92,1155,212,,2021-01-31 05:11:37,29.41,false
93,1363,303,3428,2025-11-13 10:25:07,67.3,false
94,2477,211,,2024-12-03 15:04:58,70.92,false
95,1909,93,992,2021-09-09 01:29:18,64.97,false
96,1416,327,3862,2024-03-08 06:30:23,48.5,false
97,1350,443,5430,2021-12-10 23:43:40,14.45,false
98,1583,112,,2022-02-04 12:10:26,17.28,false
99,2278,388,,2024-04-20 04:18:52,42.88,false
100,1186,211,,2025-06-02 09:31:44,16.56,false
101,2594,210,,2023-08-03 09:52:38,48.34,false
102,1707,194,,2021-12-27 01:57:03,51.7,false
103,1572,58,,2020-08-10 12:36:59,89.79,false
104,2171,212,,2021-11-16 16:57:19,8.84,false
105,775,393,4825,2025-10-11 02:33:47,74.84,false
106,2473,93,1002,2020-03-02 18:07:01,2.42,false
107,1955,114,,2020-02-27 10:22:42,60.93,false
108,1698,375,4562,2022-01-31 07:25:48,2.95,false
109,1440,411,,2025-08-01 04:41:15,63.46,false
110,472,212,,2023-05-30 04:52:19,100.0,true
111,560,457,5493,2020-04-13 15:44:29,66.26,false
112,1745,225,,2022-05-05 05:29:01,42.92,false
113,1797,329,3931,2020-03-17 17:48:49,100.0,true
114,1597,241,2675,2020-02-06 08:22:58,70.21,false
115,1200,114,,2020-05-15 20:04:46,13.31,false
116,752,73,754,2024-09-16 12:04:41,52.58,false
117,513,37,420,2025-11-23 05:45:58,27.51,false
118,1542,157,1721,2023-05-19 08:29:57,44.84,false
119,2260,71,723,2022-11-18 02:53:01,25.65,false
120,469,464,,2020-05-13 18:30:13,40.87,false
121,469,461,5525,2020-02-12 17:39:49,74.95,false
122,18,190,,2021-12-16 13:15:58,67.84,false
123,1078,4,41,2024-06-06 02:05:39,64.8,false
124,1038,187,2050,2025-04-12 13:51:42,16.71,false
125,1633,103,,2020-09-22 12:25:27,80.3,false
126,1743,382,,2022-11-29 20:24:09,25.98,false
127,1914,170,,2020-06-03 04:43:42,63.94,false
128,1097,168,1848,2020-08-14 07:03:56,79.36,false
129,188,122,,2024-11-20 01:30:38,13.43,false
130,1023,270,,2024-05-21 18:09:35,57.05,false
131,994,132,,2024-08-28 08:19:03,50.66,false
132,1628,456,,2025-01-27 02:03:10,6.46,false
133,2678,413,,2021-11-17 07:27:38,5.72,false
134,1098,420,,2021-02-28 11:31:18,58.89,false
135,580,33,,2024-12-21 19:55:27,67.04,false
136,1383,273,,2025-06-22 14:31:39,51.67,false
137,767,452,5489,2021-04-06 15:47:39,73.32,false
138,1911,365,4326,2025-12-03 14:17:55,100.0,true
139,613,452,5479,2025-03-07 23:41:14,34.82,false
140,1464,414,5094,2025-11-19 02:31:37,8.14,false
141,1295,443,5417,2023-05-23 14:13:30,49.55,false
142,1352,255,2774,2020-07-26 10:54:27,0.21,false
143,1985,291,,2023-01-31 06:25:45,51.78,false
144,2175,235,2534,2021-08-24 17:31:58,14.84,false
145,1343,129,1360,2020-04-22 05:59:50,11.29,false
146,294,61,,2020-09-02 07:49:45,40.15,false
147,2287,1,,2021-02-03 14:33:58,50.27,false
148,721,268,,2023-07-05 16:48:55,26.78,false
149,1474,43,,2021-08-19 19:47:59,24.48,false
150,1207,114,,2022-07-18 23:47:08,12.51,false
151,1117,409,,2020-07-17 18:42:32,84.48,false
152,1183,362,4308,2023-05-22 06:22:32,3.28,false
153,183,210,,2025-01-31 21:07:07,30.28,false
154,1868,493,,2022-03-10 16:18:38,29.72,false
155,969,48,,2022-04-05 16:31:26,42.25,false
156,166,224,,2022-01-12 18:00:37,86.88,false
157,947,342,,2024-04-24 20:57:29,72.84,false
158,2357,114,,2021-04-23 13:20:43,53.23,false
159,674,32,,2025-02-25 07:17:45,37.17,false
160,749,288,,2025-01-21 10:06:30,53.57,false
161,617,464,,2024-08-14 21:12:51,26.22,false
162,2250,487,6035,2025-05-20 16:43:44,79.4,false
163,1371,188,,2022-11-06 14:05:58,100.0,true
164,2540,253,,2025-01-04 00:41:54,58.84,false
165,1731,345,,2023-01-11 00:38:46,60.47,false
166,1590,224,,2024-02-28 10:21:30,80.1,false
167,1750,258,2812,2023-12-25 00:16:47,43.4,false
168,2329,245,2693,2022-03-08 03:31:02,93.0,false
169,2140,298,,2022-11-22 19:44:44,9.97,false
170,668,106,,2023-11-19 01:29:47,100.0,true
171,1988,381,4703,2020-09-14 18:03:08,10.02,false
172,567,65,696,2021-05-08 11:59:48,33.92,false
173,975,405,,2023-12-10 03:53:30,73.38,false
174,864,2,4,2025-06-02 13:28:07,37.11,false
175,160,63,,2024-12-25 12:06:29,60.9,false
176,646,395,,2023-12-15 12:49:34,9.47,false
177,2355,348,,2025-05-16 11:47:52,47.17,false
178,2648,176,1959,2021-05-07 16:45:09,1.24,false
179,827,174,1947,2020-09-15 03:46:58,52.91,false
180,2425,432,,2020-11-19 01:24:25,87.45,false
181,1015,77,802,2025-08-22 04:43:42,88.83,false
182,2021,271,,2021-04-25 21:20:11,15.53,false
183,1130,329,3933,2024-05-30 21:34:32,25.29,false
184,906,70,,2022-03-10 22:55:20,62.51,false
185,330,328,,2022-08-09 02:32:09,68.67,false
186,1171,339,4112,2024-06-01 20:09:47,63.81,false
187,1054,154,,2025-03-21 16:31:12,47.71,false
188,2043,427,,2024-05-08 23:35:59,2.74,false
189,1411,418,5154,2022-02-18 01:35:55,80.46,false
190,2033,301,,2025-07-25 09:47:28,51.22,false
191,1557,452,5482,2023-08-19 05:02:06,79.75,false
192,2275,163,1844,2024-11-29 14:51:28,87.68,false
193,2286,67,,2020-01-18 18:27:46,43.3,false
194,938,9,,2020-02-08 02:13:30,48.08,false
195,673,85,,2023-05-09 14:08:46,17.06,false
196,1617,126,1307,2021-06-25 04:25:18,82.8,false
197,933,451,,2020-12-19 07:59:52,91.75,false
198,443,27,,2023-04-06 01:28:49,100.0,true
199,1673,230,2478,2025-11-19 18:34:57,61.75,false
200,1117,89,906,2021-05-25 14:54:42,7.91,false
201,1082,385,,2021-10-01 08:59:08,22.8,false
202,1341,209,,2023-06-10 22:13:49,11.61,false
203,2505,410,,2024-06-15 02:05:29,51.62,false
204,1922,187,2051,2024-08-15 12:24:56,66.54,false
205,1782,75,795,2023-02-26 15:01:27,48.14,false
206,1622,295,3352,2023-05-12 07:19:59,89.36,false
207,2501,496,,2023-09-20 13:34:35,20.44,false
208,1100,142,1527,2022-09-18 09:47:10,42.43,false
209,520,7,64,2020-07-01 15:33:26,92.12,false
210,2596,388,,2020-03-19 13:04:30,44.7,false
211,533,266,2976,2023-12-18 01:31:17,66.86,false
212,2546,173,1874,2022-07-31 23:21:47,29.38,false
213,1742,480,5932,2020-03-21 19:54:02,11.23,false
214,2379,107,,2021-12-22 04:02:40,46.6,false
215,432,254,,2025-08-28 03:27:24,18.83,false
216,1457,11,144,2020-09-07 14:49:48,1.89,false
217,1487,26,,2022-03-02 17:53:05,2.69,false
218,1361,80,,2024-07-30 19:34:18,82.61,false
219,833,423,,2024-03-27 20:17:51,4.16,false
220,74,20,,2023-05-11 08:19:46,56.95,false
221,2279,115,,2020-12-26 00:51:37,14.21,false
222,995,122,,2024-12-10 05:20:11,55.52,false
223,2587,89,881,2020-01-25 01:46:24,31.49,false
224,1578,244,,2021-01-01 06:31:27,31.85,false
225,2170,61,,2023-07-31 15:40:07,16.01,false
226,967,468,,2022-05-23 04:53:54,76.08,false
227,1191,139,,2023-12-24 13:59:10,12.89,false
228,717,356,,2020-08-09 17:46:44,43.8,false
229,1000,321,,2024-08-07 08:45:22,4.37,false
230,797,428,,2024-08-08 13:34:03,58.5,false
231,1043,259,,2020-12-30 07:16:11,100.0,true
232,2516,74,761,2023-11-01 20:09:46,86.1,false
233,277,179,,2020-12-18 21:14:17,44.97,false
234,1461,196,,2022-03-16 23:16:24,85.26,false
235,2440,273,,2021-05-19 07:22:53,69.63,false
236,1381,74,772,2023-08-16 13:38:35,12.63,false
237,2561,95,,2024-04-24 05:57:19,69.58,false
238,424,255,2774,2025-10-30 19:12:37,47.19,false
239,985,309,,2025-05-09 08:53:59,19.06,false
240,2344,194,,2021-03-05 14:44:54,37.87,false
241,589,90,909,2021-06-08 17:11:01,85.2,false
242,1663,76,,2020-11-06 16:52:34,1.07,false
243,2577,251,,2025-01-05 21:49:19,57.53,false
244,412,461,5563,2021-03-27 10:20:48,86.97,false
245,643,302,,2023-10-08 09:36:08,42.36,false
246,128,43,,2020-08-11 01:25:38,11.27,false
247,1398,251,,2022-11-26 21:16:52,100.0,true
248,1754,490,6082,2025-03-03 00:20:36,46.17,false
249,2083,235,2529,2024-01-14 03:12:45,100.0,true
250,887,122,,2024-10-14 18:07:33,65.75,false
251,1680,440,5323,2025-09-11 15:17:17,55.78,false
252,2062,18,214,2023-01-10 20:10:27,73.25,false
253,1615,164,,2022-02-09 06:38:11,59.98,false
254,301,119,,2024-11-02 22:07:25,43.84,false
255,1137,189,2054,2020-08-01 09:57:33,14.54,false
256,132,112,,2023-10-29 14:34:45,28.55,false
257,2541,491,,2020-07-31 02:59:40,28.22,false
258,2408,152,1631,2020-07-21 18:50:43,9.22,false
259,1794,91,,2020-02-20 14:04:25,7.91,false
260,374,277,3035,2021-09-14 17:15:58,16.45,false
261,625,245,2698,2024-09-25 01:46:50,72.97,false
262,1700,207,,2021-01-15 10:57:31,31.05,false
263,2280,459,,2024-04-27 16:43:49,19.48,false
264,700,21,,2024-01-24 16:09:35,71.83,false
265,1780,424,,2021-04-22 05:47:10,46.2,false
266,229,28,,2022-10-06 17:02:15,100.0,true
267,2317,270,,2021-02-24 07:06:10,65.71,false
268,38,102,,2025-08-24 21:46:58,89.15,false
269,1740,76,,2025-09-05 03:02:22,8.52,false
270,1439,397,4929,2025-03-03 01:52:16,74.67,false
271,1650,253,,2022-08-31 00:16:55,35.5,false
272,1621,84,,2021-03-01 06:19:54,100.0,true
273,296,68,,2020-04-27 12:31:40,100.0,true
274,2589,248,2721,2022-09-22 08:38:22,29.1,false
275,2576,195,,2022-07-29 13:28:19,80.01,false
276,2151,212,,2020-03-18 01:35:35,9.46,false
277,2184,57,675,2021-11-25 02:58:30,89.33,false
278,1781,240,2600,2024-12-07 23:33:38,51.33,false
279,281,420,,2021-09-25 14:43:28,83.27,false
280,29,167,,2025-07-25 02:12:40,100.0,true
281,97,216,2413,2022-12-04 01:34:21,17.93,false
282,372,268,,2022-08-03 15:30:07,54.61,false
283,2514,186,,2024-01-26 23:26:26,11.09,false
284,1163,435,5232,2022-06-04 22:17:57,71.67,false
285,1654,185,,2025-09-05 18:33:13,54.3,false
286,941,236,,2023-04-12 00:26:05,92.75,false
287,2686,371,4471,2024-02-08 05:52:17,7.19,false
288,2263,242,,2021-11-13 15:56:53,84.5,false
289,8,130,1390,2022-03-12 12:43:59,15.42,false
290,1099,180,,2020-09-03 08:45:54,77.63,false
291,2315,304,,2021-08-19 19:03:05,12.07,false
292,156,461,5526,2022-03-29 03:09:33,77.38,false
293,1273,370,,2021-01-12 02:26:42,83.14,false
294,2358,20,,2020-01-22 09:40:55,86.46,false
295,1826,151,,2023-01-28 06:37:17,67.24,false
296,1329,140,,2025-01-15 12:27:01,78.17,false
297,1053,150,,2025-04-02 17:40:54,20.62,false
298,373,71,709,2021-03-31 01:00:20,45.28,false
299,1980,171,,2021-08-30 07:28:28,12.07,false
300,1800,353,,2024-05-06 02:13:27,57.82,false
301,2314,379,4695,2020-04-22 01:12:32,75.88,false
302,2470,24,256,2022-03-10 03:22:14,82.8,false
303,573,28,,2021-12-19 22:34:38,71.12,false
304,2455,432,,2025-10-04 02:51:06,53.19,false
305,1137,93,989,2021-11-16 02:09:12,16.19,false
306,1950,176,1973,2020-01-09 08:59:09,51.73,false
307,1684,396,4907,2024-04-26 13:21:18,83.1,false
308,37,421,,2025-09-15 21:16:53,63.75,false
309,936,147,,2025-05-17 15:30:59,11.77,false
310,2345,264,,2022-10-01 11:59:33,43.16,false
311,1757,88,879,2022-11-17 20:06:43,81.61,false
312,2250,295,3366,2022-05-31 18:12:54,3.55,false
313,2476,79,,2024-04-21 01:56:46,64.49,false
314,2320,297,3400,2025-03-04 16:44:17,50.05,false
315,592,208,,2024-10-07 21:40:19,84.52,false
316,1757,165,,2022-01-30 03:56:15,100.0,true
317,1414,146,1571,2020-11-13 05:21:32,5.89,false
318,2279,269,,2025-09-24 13:41:17,38.73,false
319,1969,313,,2023-04-11 00:40:18,11.56,false
320,2182,118,,2025-08-24 21:44:49,59.79,false
321,703,345,,2023-01-15 02:07:30,100.0,true
322,2227,163,1846,2022-03-17 22:35:39,35.42,false
323,2587,87,,2023-07-11 02:40:28,33.21,false
324,1797,83,859,2023-05-08 17:37:10,40.94,false
325,2498,98,,2024-08-04 20:02:48,89.61,false
326,798,102,,2021-07-01 18:04:44,2.55,false
327,504,269,,2021-06-23 22:37:01,30.41,false
328,2127,87,,2021-02-15 13:16:45,4.35,false
329,1756,418,5155,2025-11-04 11:46:23,58.16,false
330,2688,147,,2020-05-04 01:37:47,83.11,false
331,1392,456,,2020-12-30 20:17:59,61.2,false
332,1413,370,,2021-10-01 08:58:14,100.0,true
333,268,432,,2020-08-19 00:28:21,93.04,false
334,2425,83,859,2022-01-21 03:31:52,63.74,false
335,1950,200,2152,2024-04-06 14:49:14,7.05,false
336,1529,228,2450,2020-04-29 08:42:15,71.67,false
337,1712,285,,2022-09-24 11:20:50,7.75,false
338,2262,364,,2024-10-29 00:50:18,14.83,false
339,2189,212,,2021-03-24 15:02:07,33.16,false
340,1914,31,301,2021-02-28 15:26:35,38.2,false
341,449,61,,2022-07-08 12:12:27,59.81,false
342,2053,345,,2020-01-09 04:52:31,80.98,false
343,2643,428,,2024-12-08 17:15:50,29.92,false
344,118,185,,2020-08-27 17:52:03,93.21,false
345,125,305,,2024-04-13 12:22:04,67.54,false
346,998,147,,2025-08-13 18:59:50,70.0,false
347,2077,96,1007,2023-02-17 11:56:59,26.31,false
348,574,307,,2024-11-02 19:38:33,14.11,false
349,2402,336,,2022-04-29 20:25:13,13.55,false
350,1224,217,2420,2024-11-19 17:42:59,100.0,true
351,1872,219,,2022-04-05 12:30:39,18.4,false
352,2525,357,,2022-07-01 06:29:58,12.82,false
353,1691,71,724,2023-03-05 02:28:49,27.43,false
354,859,216,2411,2020-11-07 23:58:05,14.04,false
355,699,50,,2021-09-24 17:38:17,47.27,false
356,1256,218,,2021-06-11 00:15:31,11.18,false
357,116,344,4169,2020-07-24 03:35:46,80.32,false
358,936,17,206,2020-11-27 12:19:51,83.98,false
359,1068,30,,2024-05-26 12:41:40,4.34,false
360,819,262,2917,2022-05-10 18:38:10,7.08,false
361,2065,336,,2025-11-04 23:06:01,59.71,false
362,92,251,,2025-04-11 12:45:40,8.21,false
363,657,36,414,2020-09-17 09:52:20,8.7,false
364,1863,92,,2023-05-07 21:49:32,24.28,false
365,2261,82,824,2020-03-19 14:02:03,100.0,true
366,989,398,,2020-05-13 01:27:09,88.02,false
367,435,128,,2025-04-10 11:06:00,49.71,false
368,2564,406,,2020-02-10 08:23:26,60.16,false
369,257,224,,2024-08-19 21:36:29,89.19,false
370,736,211,,2023-03-18 01:25:25,24.13,false
371,1264,223,,2024-02-02 03:36:07,53.25,false
372,242,219,,2025-02-25 10:04:23,8.15,false
373,2235,13,,2023-12-14 04:32:49,61.27,false
374,2441,422,,2020-01-21 07:51:17,82.22,false
375,2611,333,,2022-02-06 22:20:04,37.44,false
376,1036,238,2583,2023-05-31 21:07:08,34.91,false
377,1980,311,,2025-03-19 07:30:16,7.16,false
378,881,15,178,2020-04-22 01:01:49,21.57,false
379,924,111,,2020-07-16 04:23:09,48.61,false
380,52,200,2162,2025-10-21 08:35:34,28.23,false
381,548,389,4762,2024-02-25 08:28:15,79.32,false
382,2619,111,,2025-08-08 20:28:39,30.07,false
383,939,319,3723,2024-08-03 13:37:10,52.76,false
384,349,465,,2021-10-05 16:04:15,50.41,false
385,2549,355,4242,2021-11-20 06:25:36,14.56,false
386,1504,6,,2020-08-11 21:53:57,43.58,false
387,2502,378,,2022-08-17 15:17:45,21.69,false
388,833,116,1200,2025-03-17 15:02:35,75.52,false
389,2112,346,,2024-02-11 21:34:48,43.1,false
390,2463,336,,2020-05-19 08:31:55,62.79,false
391,745,461,5541,2025-11-16 04:18:10,46.76,false
392,1432,202,2282,2025-09-17 17:34:03,2.02,false
393,683,249,2735,2024-09-27 07:51:20,21.41,false
394,436,216,2412,2022-11-13 17:07:41,0.52,false
395,108,194,,2024-01-28 10:33:27,46.85,false
396,1716,301,,2023-03-09 06:36:40,43.09,false
397,2558,158,1775,2023-07-13 21:39:55,85.12,false
398,1123,324,,2022-11-16 21:49:16,81.9,false
399,2277,325,3850,2024-04-24 09:30:21,34.1,false
400,711,94,,2023-06-23 10:46:56,42.39,false
401,1128,216,2411,2024-11-30 17:50:15,85.22,false
402,1915,76,,2023-08-08 00:08:17,100.0,true
403,252,331,,2021-09-05 22:57:07,46.27,false
404,221,34,,2025-06-29 15:26:42,27.8,false
405,628,461,5548,2022-03-14 07:21:16,85.4,false
406,1564,308,,2023-01-14 07:12:38,2.49,false
407,297,61,,2025-12-27 01:50:28,63.0,false
408,1244,378,,2020-11-24 04:34:55,65.92,false
409,2430,201,2239,2025-09-10 06:13:19,44.35,false
410,1979,176,1983,2020-09-17 15:03:50,16.7,false
411,2103,274,,2021-05-07 02:30:48,28.29,false
412,15,389,4777,2024-08-11 21:40:07,3.17,false
413,953,287,3269,2024-12-15 23:43:52,42.79,false
414,873,353,,2020-03-04 01:42:23,8.5,false
415,279,190,,2025-02-12 09:18:44,28.37,false
416,1382,15,162,2021-06-17 02:05:53,25.76,false
417,2319,7,73,2024-05-10 19:32:26,53.95,false
418,332,108,,2021-10-13 18:49:22,6.84,false
419,675,205,2379,2022-01-29 10:33:07,31.65,false
420,1702,2,3,2025-06-20 05:22:52,24.64,false
421,2134,286,3228,2024-12-29 16:56:17,88.53,false
422,1100,293,3331,2025-02-09 04:12:24,38.28,false
423,785,294,,2020-07-31 19:39:22,56.2,false
424,1934,266,2975,2021-06-16 11:47:42,10.36,false
425,1054,73,759,2022-06-27 06:24:34,89.25,false
426,280,104,1062,2023-11-10 13:54:07,27.54,false
427,1480,252,,2023-01-28 22:24:00,31.22,false
428,854,496,,2020-03-27 14:30:07,94.38,false
429,664,199,2124,2023-01-12 00:30:08,69.09,false
430,437,211,,2020-05-05 19:20:33,59.21,false
431,1141,326,,2022-04-05 00:48:55,18.11,false
432,2306,229,,2025-12-22 04:32:22,54.29,false
433,1952,263,,2024-08-21 04:25:32,68.85,false
434,890,441,5326,2025-10-14 18:18:27,94.2,false
435,456,246,,2023-10-11 23:17:33,44.77,false
436,2047,47,549,2024-07-21 00:44:50,46.1,false
437,2403,498,,2024-08-29 07:53:44,87.6,false
438,1636,201,2235,2022-10-04 13:12:57,90.8,false
439,1779,440,5318,2020-06-30 20:25:12,7.56,false
440,1646,62,,2021-08-17 19:48:25,1.5,false
441,688,344,4183,2023-08-28 08:56:17,67.3,false
442,2630,241,2629,2021-07-12 02:34:42,100.0,true
443,2719,278,3085,2020-06-05 17:42:06,10.4,false
444,690,218,,2024-10-07 05:44:11,68.0,false
445,2258,469,5740,2020-09-22 13:10:58,66.48,false
446,1436,195,,2024-06-02 23:21:13,91.77,false
447,334,340,4149,2024-12-28 03:50:15,17.2,false
448,142,477,5836,2020-07-19 03:36:14,13.97,false
449,634,488,,2023-01-06 12:11:05,63.61,false
450,1467,162,1831,2024-11-12 03:06:53,86.19,false
451,498,281,3124,2021-01-19 20:27:05,47.67,false
452,929,62,,2023-12-30 18:05:08,87.57,false
453,846,229,,2020-04-04 02:54:47,45.51,false
454,382,63,,2022-10-24 17:13:05,37.09,false
455,2685,457,5496,2024-10-26 05:43:42,14.49,false
456,1697,281,3125,2025-01-28 06:58:12,31.04,false
457,1643,124,,2020-02-23 14:06:12,85.02,false
458,1578,41,444,2020-05-18 12:20:07,44.18,false
459,2272,308,,2021-07-09 09:49:08,60.12,false
460,1845,85,,2025-04-18 07:51:35,78.62,false
461,1024,5,51,2022-06-22 03:58:28,90.43,false
462,2628,53,632,2024-06-12 00:58:23,0.24,false
463,2364,339,4118,2022-05-04 23:17:13,53.66,false
464,82,28,,2025-11-17 23:07:56,78.29,false
465,994,166,,2020-03-27 01:51:08,29.0,false
466,2515,14,,2021-01-25 07:35:41,48.07,false
467,359,52,,2024-04-07 00:45:22,64.77,false
468,329,492,,2024-11-13 03:10:38,21.11,false
469,2491,438,5269,2025-08-21 15:29:10,67.04,false
470,1256,238,2568,2021-11-25 09:51:19,100.0,true
471,1632,140,,2022-06-15 10:50:49,66.4,false
472,2420,305,,2020-08-10 06:08:44,48.89,false
473,841,7,75,2025-09-25 12:24:59,34.89,false
474,1204,434,5206,2022-07-05 10:30:22,64.07,false
475,38,486,,2021-08-08 22:01:33,33.7,false
476,1574,182,,2020-08-17 08:54:21,36.83,false
477,2341,43,,2021-06-21 17:57:16,49.68,false
478,2386,52,,2022-06-10 01:05:45,66.28,false
479,1095,455,,2024-07-24 04:40:26,23.83,false
480,2358,379,4701,2020-10-18 19:25:56,75.36,false
481,1065,396,4905,2024-09-02 19:27:11,74.13,false
482,1970,111,,2025-04-23 20:27:33,41.76,false
483,284,138,1488,2024-06-07 06:48:44,3.48,false
484,173,283,3149,2024-05-28 08:02:00,65.6,false
485,771,103,,2023-10-14 21:01:38,38.28,false
486,1494,137,,2022-04-07 15:18:27,48.89,false
487,1880,348,,2025-11-13 20:47:12,57.43,false
488,474,384,,2024-08-06 10:47:50,2.85,false
489,1010,208,,2024-04-08 15:30:28,6.51,false
490,1632,113,,2023-01-11 13:32:52,69.7,false
491,2044,41,470,2021-01-26 05:01:51,8.57,false
492,1576,69,,2024-06-19 04:46:29,67.8,false
493,1086,359,,2024-05-21 03:43:33,63.41,false
494,2108,112,,2021-10-30 12:40:06,25.73,false
495,413,335,4003,2024-10-16 17:23:12,43.38,false
496,542,322,,2021-10-09 08:34:27,19.82,false
497,1748,17,208,2025-08-01 11:01:23,59.94,false
498,1425,99,,2024-01-05 15:12:59,38.04,false
499,1004,91,,2025-01-19 10:53:00,71.85,false
500,2540,359,,2024-03-01 23:07:13,91.84,false
501,2342,268,,2022-01-01 00:52:45,11.17,false
502,1563,148,,2021-06-24 21:14:10,1.84,false
503,473,248,2720,2022-12-16 03:34:31,91.05,false
504,465,337,4058,2025-02-16 11:43:10,94.0,false
505,786,123,,2025-02-09 14:25:56,39.72,false
506,1515,417,5121,2024-04-24 12:01:48,50.33,false
507,1015,14,,2022-09-01 23:21:06,75.82,false
508,1263,40,,2020-07-27 22:20:02,27.36,false
509,779,324,,2022-07-15 15:48:35,25.38,false
